loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,cred_hist_years,application_type,loan_status
10000,60 months,19.85,264.1,D,D5,10+ years,MORTGAGE,72800.0,Source Verified,credit_card,23.14,0,775,779,0,14,0,4700.0,43.2,25,2,0,18.2,Individual,0
35000,60 months,25.59,1039.44,F,F1,10+ years,MORTGAGE,41400.0,Source Verified,debt_consolidation,21.67,0,705,709,0,13,1,1300.0,13.6,25,5,1,34.0,Individual,1
5000,36 months,27.23,204.74,F,F4,7 years,RENT,104600.0,Not Verified,credit_card,22.54,0,660,664,0,7,0,500.0,0.0,20,0,0,25.1,Individual,0
5000,36 months,18.32,181.57,D,D3,< 1 year,OWN,116400.0,Source Verified,credit_card,16.85,0,740,744,0,7,0,6100.0,65.4,22,1,0,14.7,Individual,0
10000,36 months,21.95,381.65,E,E2,10+ years,RENT,18000.0,Verified,small_business,18.35,0,710,714,1,14,0,900.0,41.1,25,0,0,6.1,Individual,0
35000,60 months,26.21,1052.27,F,F2,< 1 year,RENT,92700.0,Not Verified,debt_consolidation,18.72,1,705,709,1,13,0,10700.0,60.2,27,0,0,4.1,Individual,1
35000,60 months,29.1,1113.1,G,G2,10+ years,RENT,57900.0,Verified,medical,22.4,0,670,674,2,12,0,2500.0,38.1,27,0,0,16.3,Individual,1
20000,36 months,30.99,859.91,G,G5,10+ years,MORTGAGE,44100.0,Not Verified,debt_consolidation,16.37,0,600,604,0,12,0,1100.0,17.5,24,5,0,19.6,Individual,1
30000,36 months,24.83,1190.1,E,E5,10+ years,RENT,195900.0,Not Verified,medical,35.82,1,700,704,0,8,0,13800.0,53.7,17,0,0,19.8,Individual,1
10000,36 months,25.69,401.26,F,F1,10+ years,RENT,24400.0,Verified,debt_consolidation,19.88,0,670,674,0,15,0,1400.0,26.9,19,0,0,16.5,Individual,0
35000,60 months,27.22,1073.34,F,F4,9 years,MORTGAGE,37700.0,Verified,other,26.54,0,700,704,0,8,0,4600.0,62.1,23,3,0,19.6,Individual,1
7500,36 months,24.52,296.3,E,E5,10+ years,OWN,51300.0,Verified,other,20.58,1,685,689,0,4,1,5000.0,45.9,16,0,0,20.6,Individual,1
7500,60 months,30.82,246.44,G,G5,1 year,OWN,88500.0,Source Verified,debt_consolidation,8.89,0,630,634,0,7,1,2900.0,51.8,19,0,1,12.6,Individual,1
7500,36 months,21.68,285.19,E,E2,5 years,MORTGAGE,74800.0,Source Verified,debt_consolidation,24.84,2,730,734,3,8,0,13100.0,65.9,19,2,0,26.2,Individual,0
15000,60 months,22.41,417.79,E,E3,10+ years,MORTGAGE,52200.0,Source Verified,debt_consolidation,18.55,0,755,759,0,9,0,3700.0,47.0,25,2,0,21.2,Individual,0
25000,36 months,23.47,973.88,E,E4,3 years,MORTGAGE,97200.0,Not Verified,credit_card,25.3,0,705,709,1,7,2,13500.0,52.2,25,4,2,14.1,Individual,1
12000,60 months,25.91,358.65,F,F2,2 years,RENT,126800.0,Verified,debt_consolidation,16.35,2,695,699,2,13,0,2800.0,11.1,23,0,0,15.7,Individual,1
35000,60 months,27.93,1088.28,F,F5,2 years,RENT,37000.0,Verified,home_improvement,24.74,0,685,689,2,7,0,1800.0,49.9,21,0,0,18.1,Individual,1
12000,36 months,19.83,444.92,D,D5,10+ years,MORTGAGE,41500.0,Source Verified,debt_consolidation,22.12,0,735,739,2,13,0,8800.0,111.0,19,4,0,20.8,Individual,1
7500,60 months,30.99,247.23,G,G5,5 years,RENT,138100.0,Verified,credit_card,32.73,0,670,674,0,9,0,10800.0,56.6,20,0,0,19.5,Individual,1
12000,36 months,11.39,395.08,B,B5,5 years,RENT,40100.0,Not Verified,other,15.21,0,830,834,2,15,0,2900.0,40.7,27,0,0,4.9,Individual,0
20000,60 months,30.99,659.28,G,G5,10+ years,RENT,75700.0,Verified,credit_card,16.45,0,635,639,1,13,1,5000.0,36.4,30,0,1,24.1,Individual,1
25000,36 months,28.29,1038.01,F,F5,2 years,RENT,27400.0,Source Verified,other,25.64,0,645,649,0,10,0,2900.0,83.1,25,0,0,27.2,Individual,1
12000,36 months,20.28,447.68,D,D5,3 years,OTHER,126600.0,Not Verified,other,13.83,1,725,729,0,13,0,2900.0,34.6,22,0,0,26.6,Individual,0
15000,36 months,26.22,606.12,F,F2,5 years,RENT,84300.0,Source Verified,credit_card,26.67,1,670,674,0,8,0,1400.0,10.9,14,0,0,4.4,Individual,0
10000,36 months,26.14,403.65,F,F2,10+ years,MORTGAGE,40000.0,Not Verified,debt_consolidation,19.25,0,670,674,1,6,0,2200.0,30.1,17,3,0,27.7,Individual,0
20000,36 months,27.15,818.11,F,F4,10+ years,RENT,68100.0,Not Verified,small_business,15.93,0,655,659,0,12,0,5700.0,59.9,27,0,0,21.8,Individual,0
35000,36 months,21.37,1325.29,E,E1,10+ years,MORTGAGE,30700.0,Source Verified,debt_consolidation,20.98,0,715,719,0,16,0,4200.0,68.4,27,4,0,7.3,Individual,1
5000,36 months,24.12,196.48,E,E5,2 years,OWN,40700.0,Verified,debt_consolidation,27.32,0,695,699,2,13,0,7100.0,61.6,28,0,0,17.1,Individual,0
30000,60 months,28.16,936.97,F,F5,< 1 year,MORTGAGE,22800.0,Verified,credit_card,18.2,0,690,694,1,6,0,1500.0,33.3,22,4,0,20.2,Individual,0
15000,36 months,23.78,586.76,E,E4,3 years,MORTGAGE,38300.0,Source Verified,credit_card,30.52,0,710,714,2,15,0,9400.0,77.4,28,3,0,13.1,Individual,1
10000,36 months,25.83,402.0,F,F2,< 1 year,RENT,87600.0,Source Verified,debt_consolidation,20.88,2,670,674,0,4,0,7300.0,73.6,16,0,0,22.5,Individual,0
35000,36 months,26.71,1423.44,F,F3,1 year,MORTGAGE,79800.0,Not Verified,medical,20.34,0,660,664,0,12,2,7300.0,75.0,23,8,2,16.1,Individual,1
15000,36 months,20.86,564.05,E,E1,2 years,RENT,74200.0,Source Verified,home_improvement,21.34,0,725,729,1,8,0,4200.0,44.5,20,0,0,13.9,Individual,0
10000,60 months,19.81,263.88,D,D5,10+ years,MORTGAGE,50300.0,Not Verified,debt_consolidation,13.26,0,770,774,0,8,0,1000.0,28.4,17,3,0,16.4,Individual,0
10000,60 months,30.84,328.71,G,G5,5 years,MORTGAGE,81700.0,Source Verified,home_improvement,39.2,0,680,684,1,11,0,16600.0,65.4,22,4,0,21.3,Individual,1
10000,36 months,21.5,379.32,E,E2,5 years,OWN,24400.0,Source Verified,credit_card,22.16,0,715,719,1,17,0,1800.0,72.9,30,0,0,12.9,Individual,1
25000,36 months,23.78,977.94,E,E4,1 year,MORTGAGE,36600.0,Verified,debt_consolidation,2.63,0,650,654,0,10,0,700.0,61.1,21,3,0,3.0,Individual,0
15000,36 months,21.76,571.0,E,E2,10+ years,RENT,42200.0,Verified,small_business,21.09,0,720,724,0,22,0,7700.0,83.7,28,0,0,8.8,Individual,0
30000,60 months,24.59,873.34,E,E5,4 years,OWN,34300.0,Source Verified,debt_consolidation,19.83,0,725,729,0,16,0,1600.0,27.9,33,0,0,13.0,Individual,1
10000,60 months,25.94,299.05,F,F2,10+ years,RENT,79300.0,Not Verified,credit_card,23.86,0,715,719,0,7,0,9700.0,109.1,16,0,0,21.2,Individual,1
7500,36 months,24.65,296.81,E,E5,4 years,MORTGAGE,32500.0,Source Verified,debt_consolidation,24.07,0,695,699,4,10,0,2100.0,57.1,22,1,0,16.1,Individual,0
5000,60 months,19.58,131.3,D,D4,4 years,RENT,18000.0,Source Verified,medical,4.93,0,760,764,2,7,1,500.0,57.2,21,0,0,10.3,Individual,0
15000,60 months,30.35,488.53,G,G4,8 years,MORTGAGE,83500.0,Not Verified,credit_card,15.84,0,645,649,1,16,0,2000.0,44.4,25,2,0,10.0,Individual,0
35000,36 months,22.2,1340.29,E,E2,9 years,RENT,67300.0,Source Verified,credit_card,31.63,1,735,739,1,6,0,2600.0,31.2,20,0,0,3.0,Individual,1
20000,36 months,20.78,751.24,E,E1,10+ years,RENT,46300.0,Verified,home_improvement,20.23,0,730,734,0,11,0,3300.0,55.5,25,0,0,9.3,Individual,0
10000,36 months,24.94,397.28,E,E5,2 years,MORTGAGE,81700.0,Not Verified,debt_consolidation,37.56,0,710,714,0,15,0,15600.0,73.3,32,1,0,24.4,Individual,0
25000,60 months,29.27,797.66,G,G2,10+ years,MORTGAGE,58200.0,Source Verified,debt_consolidation,18.64,0,675,679,0,12,0,8500.0,115.0,24,1,0,16.5,Individual,1
25000,60 months,30.99,824.1,G,G5,2 years,RENT,104600.0,Not Verified,debt_consolidation,21.62,0,635,639,1,11,0,3300.0,17.1,27,0,0,13.3,Individual,1
5000,36 months,19.44,184.39,D,D4,7 years,RENT,57300.0,Not Verified,debt_consolidation,10.26,0,730,734,2,7,0,2200.0,53.6,23,0,0,17.7,Individual,1
25000,36 months,30.99,1074.89,G,G5,3 years,RENT,44000.0,Source Verified,debt_consolidation,27.39,1,610,614,0,4,0,11400.0,79.0,20,0,0,11.5,Individual,1
10000,36 months,25.19,398.6,F,F1,10+ years,MORTGAGE,91400.0,Verified,debt_consolidation,9.25,2,650,654,0,6,0,2300.0,51.1,19,4,0,12.7,Individual,0
7500,60 months,27.34,230.54,F,F4,10+ years,RENT,40500.0,Source Verified,credit_card,27.83,0,710,714,2,14,0,5400.0,56.1,29,0,0,19.2,Individual,1
10000,36 months,24.21,393.43,E,E5,9 years,MORTGAGE,40500.0,Source Verified,debt_consolidation,13.93,0,675,679,1,12,0,4600.0,68.6,24,5,0,16.4,Individual,0
12000,36 months,20.39,448.35,D,D5,2 years,RENT,27200.0,Verified,major_purchase,7.66,0,710,714,1,13,0,1200.0,81.7,22,1,0,3.8,Individual,0
12000,60 months,30.99,395.57,G,G5,8 years,OWN,35900.0,Not Verified,debt_consolidation,23.15,0,645,649,0,13,1,4900.0,63.8,24,0,0,21.9,Individual,1
10000,36 months,21.43,378.96,E,E2,10+ years,MORTGAGE,27200.0,Not Verified,debt_consolidation,16.69,0,710,714,2,7,1,800.0,20.3,23,5,1,16.3,Individual,0
7500,36 months,24.31,295.47,E,E5,10+ years,MORTGAGE,89200.0,Source Verified,debt_consolidation,17.28,2,685,689,0,12,0,3000.0,31.1,25,4,0,3.0,Individual,0
20000,60 months,27.45,616.1,F,F4,10+ years,RENT,50200.0,Not Verified,small_business,23.95,0,700,704,0,11,0,1300.0,21.6,18,1,0,12.7,Individual,1
35000,36 months,24.38,1380.14,E,E5,1 year,MORTGAGE,62100.0,Not Verified,debt_consolidation,24.78,0,690,694,0,10,0,1400.0,9.8,17,3,0,3.0,Individual,0
20000,36 months,26.01,805.92,F,F2,5 years,RENT,85300.0,Source Verified,small_business,20.67,0,670,674,1,8,0,5800.0,55.7,17,0,0,14.9,Individual,0
10000,36 months,25.15,398.39,F,F1,7 years,RENT,60800.0,Verified,credit_card,5.13,0,640,644,1,9,0,700.0,57.5,26,0,0,21.8,Individual,0
10000,36 months,25.69,401.26,F,F1,10+ years,RENT,60200.0,Verified,credit_card,23.96,0,685,689,1,11,0,5400.0,37.5,23,0,0,26.1,Individual,0
10000,36 months,22.6,385.02,E,E3,10+ years,RENT,63100.0,Verified,debt_consolidation,18.27,0,705,709,2,10,0,2200.0,52.1,22,0,0,19.8,Individual,0
7500,36 months,18.0,271.14,D,D3,5 years,MORTGAGE,64300.0,Not Verified,home_improvement,10.74,0,755,759,0,20,0,2200.0,40.3,27,5,0,16.7,Individual,0
15000,60 months,26.04,449.46,F,F2,10+ years,MORTGAGE,20500.0,Source Verified,debt_consolidation,19.29,0,700,704,0,10,0,2100.0,49.2,17,3,0,17.1,Individual,1
15000,36 months,20.95,564.74,E,E1,10+ years,RENT,27200.0,Not Verified,debt_consolidation,22.15,0,725,729,0,14,1,3600.0,64.1,24,0,1,12.4,Individual,0
20000,60 months,29.43,640.08,G,G2,6 years,RENT,50300.0,Source Verified,home_improvement,27.1,0,685,689,2,9,0,6000.0,72.2,21,0,0,11.3,Individual,1
20000,36 months,23.06,774.82,E,E3,10+ years,RENT,86200.0,Not Verified,debt_consolidation,20.52,1,700,704,1,11,0,5300.0,44.9,22,1,0,7.7,Individual,0
10000,60 months,23.26,283.4,E,E4,5 years,OWN,78300.0,Not Verified,home_improvement,22.41,0,745,749,0,12,0,10300.0,50.3,21,0,0,17.3,Individual,0
10000,36 months,27.53,411.1,F,F4,4 years,RENT,67100.0,Verified,debt_consolidation,11.01,1,630,634,0,11,0,3600.0,55.5,18,0,0,26.7,Individual,0
20000,36 months,25.19,797.21,F,F1,2 years,MORTGAGE,131200.0,Source Verified,home_improvement,28.94,1,700,704,1,10,0,700.0,5.5,23,2,0,24.2,Individual,0
12000,60 months,25.47,355.53,F,F1,10+ years,RENT,206000.0,Verified,debt_consolidation,29.66,0,725,729,2,10,0,28900.0,59.0,25,0,0,17.8,Individual,1
10000,36 months,26.32,404.61,F,F2,10+ years,RENT,51400.0,Not Verified,credit_card,21.71,0,660,664,0,8,1,2500.0,35.9,16,0,1,8.8,Individual,0
12000,36 months,22.05,458.6,E,E2,10+ years,RENT,219800.0,Not Verified,credit_card,28.27,0,730,734,0,16,0,500.0,0.0,31,0,0,21.4,Individual,0
10000,36 months,16.41,353.6,D,D1,2 years,MORTGAGE,59800.0,Source Verified,debt_consolidation,19.06,0,775,779,0,12,0,2600.0,49.2,26,5,0,5.9,Individual,0
7500,36 months,30.99,322.47,G,G5,5 years,MORTGAGE,197500.0,Source Verified,credit_card,24.59,0,600,604,0,19,0,35900.0,80.1,20,3,0,3.0,Individual,1
25000,36 months,24.32,985.03,E,E5,10+ years,MORTGAGE,41700.0,Not Verified,credit_card,20.66,0,680,684,0,8,1,3800.0,38.3,15,3,1,13.0,Individual,1
25000,36 months,26.22,1010.2,F,F2,10+ years,RENT,33600.0,Verified,home_improvement,5.97,0,640,644,0,10,0,700.0,32.1,18,0,0,19.1,Individual,0
10000,36 months,21.04,376.96,E,E1,2 years,RENT,30400.0,Verified,credit_card,10.32,1,705,709,2,18,0,600.0,32.4,27,0,0,19.1,Individual,1
5000,36 months,16.95,178.14,D,D2,4 years,MORTGAGE,69500.0,Verified,credit_card,24.94,0,780,784,0,7,0,3100.0,41.9,16,2,0,23.2,Individual,0
20000,36 months,22.26,766.5,E,E2,10+ years,MORTGAGE,51300.0,Not Verified,debt_consolidation,19.71,2,705,709,1,18,1,7200.0,78.8,24,2,1,18.4,Individual,1
10000,36 months,17.02,356.63,D,D2,10+ years,MORTGAGE,65000.0,Source Verified,debt_consolidation,20.27,0,775,779,0,7,0,4100.0,42.6,20,1,0,19.7,Individual,0
12000,36 months,27.85,495.39,F,F5,10+ years,RENT,50100.0,Source Verified,debt_consolidation,20.28,0,630,634,1,13,0,6000.0,71.7,25,0,0,18.4,Individual,0
5000,60 months,28.42,156.95,F,F5,10+ years,OWN,36300.0,Not Verified,debt_consolidation,18.85,1,680,684,2,9,0,1600.0,67.1,22,0,0,17.8,Individual,1
10000,36 months,23.24,388.35,E,E4,1 year,OWN,57300.0,Source Verified,debt_consolidation,15.36,0,690,694,0,16,0,1900.0,19.6,28,0,0,25.7,Individual,0
25000,60 months,27.26,767.27,F,F4,3 years,MORTGAGE,39600.0,Verified,small_business,19.75,0,690,694,1,11,0,3200.0,41.6,24,7,0,8.2,Individual,1
25000,36 months,19.04,916.91,D,D4,2 years,RENT,206600.0,Source Verified,credit_card,10.25,0,725,729,1,15,0,4000.0,26.4,22,0,0,15.6,Individual,0
10000,36 months,30.99,429.96,G,G5,10+ years,OWN,93300.0,Source Verified,credit_card,27.71,0,605,609,0,17,0,5200.0,65.0,24,0,0,17.1,Individual,1
10000,60 months,30.99,329.64,G,G5,6 years,RENT,101200.0,Verified,medical,27.73,1,640,644,1,14,0,6000.0,25.8,26,0,0,18.0,Individual,1
7500,60 months,28.21,234.47,F,F5,3 years,MORTGAGE,55400.0,Not Verified,debt_consolidation,25.64,0,695,699,1,13,0,2700.0,38.2,28,3,0,19.0,Individual,0
5000,36 months,21.19,188.86,E,E1,2 years,RENT,34400.0,Not Verified,debt_consolidation,12.58,0,715,719,0,14,0,1100.0,57.1,22,0,0,18.6,Individual,0
35000,60 months,25.54,1038.41,F,F1,3 years,OWN,124300.0,Not Verified,debt_consolidation,29.96,0,725,729,0,9,0,17200.0,46.1,16,1,0,7.9,Individual,1
20000,36 months,25.98,805.6,F,F2,10+ years,RENT,42400.0,Verified,debt_consolidation,12.71,2,655,659,0,12,0,2300.0,51.4,17,0,0,15.7,Individual,1
15000,36 months,24.46,592.12,E,E5,10+ years,MORTGAGE,63100.0,Not Verified,credit_card,22.06,0,685,689,0,11,0,1900.0,12.4,22,4,0,15.8,Individual,0
20000,36 months,24.24,787.18,E,E5,10+ years,OWN,100400.0,Source Verified,debt_consolidation,21.55,0,675,679,2,7,0,6300.0,30.7,22,0,0,14.6,Individual,0
25000,36 months,26.92,1019.56,F,F3,10+ years,MORTGAGE,65100.0,Not Verified,credit_card,32.68,0,675,679,2,15,0,7400.0,47.1,28,6,0,7.8,Individual,1
25000,36 months,19.29,920.07,D,D4,3 years,RENT,29300.0,Source Verified,debt_consolidation,25.37,0,755,759,0,6,0,1600.0,43.6,19,0,0,12.3,Individual,0
5000,36 months,19.9,185.56,D,D5,3 years,RENT,23800.0,Source Verified,debt_consolidation,19.22,0,740,744,3,11,0,500.0,9.3,19,0,0,10.6,Individual,0
10000,60 months,30.99,329.64,G,G5,< 1 year,RENT,55400.0,Verified,debt_consolidation,28.66,2,640,644,0,9,0,4000.0,46.7,21,0,0,30.8,Individual,1
20000,60 months,22.57,558.88,E,E3,5 years,MORTGAGE,60500.0,Source Verified,credit_card,23.07,0,755,759,2,17,0,1600.0,26.4,30,4,0,14.3,Individual,1
12000,36 months,21.93,457.85,E,E2,9 years,RENT,74800.0,Verified,medical,20.12,0,715,719,0,7,0,10900.0,90.9,25,0,0,21.1,Individual,0
35000,36 months,24.66,1385.31,E,E5,3 years,RENT,110100.0,Source Verified,debt_consolidation,23.64,0,690,694,1,14,0,6300.0,59.3,27,0,0,29.9,Individual,1
20000,36 months,24.59,790.87,E,E5,10+ years,RENT,21800.0,Source Verified,major_purchase,17.81,0,680,684,0,13,0,700.0,17.2,23,1,0,14.7,Individual,0
35000,36 months,17.38,1254.47,D,D2,10+ years,MORTGAGE,86900.0,Source Verified,debt_consolidation,16.07,0,765,769,0,9,0,9300.0,89.2,16,6,0,10.7,Individual,0
10000,60 months,26.27,301.01,F,F2,10+ years,MORTGAGE,49500.0,Verified,credit_card,12.91,0,690,694,0,14,0,1700.0,22.8,26,3,0,13.7,Individual,0
25000,36 months,17.57,898.43,D,D2,10+ years,RENT,84000.0,Source Verified,debt_consolidation,21.24,0,760,764,0,11,2,15600.0,73.7,29,0,2,21.2,Individual,0
10000,36 months,26.53,405.73,F,F3,10+ years,MORTGAGE,52900.0,Verified,debt_consolidation,4.47,1,645,649,2,12,0,900.0,57.4,21,4,0,23.5,Individual,0
35000,60 months,23.88,1004.44,E,E4,7 years,MORTGAGE,41700.0,Source Verified,credit_card,9.91,0,710,714,1,16,0,500.0,12.4,29,2,0,14.3,Individual,0
7500,36 months,21.11,282.99,E,E1,10+ years,OWN,66000.0,Verified,credit_card,22.14,1,730,734,1,15,0,7200.0,49.8,34,0,0,22.3,Individual,0
15000,60 months,27.05,458.48,F,F3,10+ years,MORTGAGE,31300.0,Source Verified,debt_consolidation,15.09,0,695,699,0,9,0,800.0,18.5,14,3,0,15.6,Individual,1
25000,60 months,23.58,713.12,E,E4,3 years,MORTGAGE,152500.0,Verified,debt_consolidation,13.05,0,725,729,0,7,0,8700.0,64.0,14,5,0,15.1,Individual,0
12000,36 months,24.68,475.09,E,E5,10+ years,MORTGAGE,50600.0,Verified,medical,18.4,0,680,684,0,12,0,3100.0,36.3,22,3,0,3.0,Individual,0
12000,36 months,25.83,482.4,F,F2,10+ years,MORTGAGE,46000.0,Source Verified,debt_consolidation,7.68,0,650,654,1,9,0,500.0,0.0,27,6,0,16.8,Individual,0
35000,60 months,19.97,926.7,D,D5,10+ years,MORTGAGE,144600.0,Verified,credit_card,9.65,0,760,764,0,11,0,6200.0,71.0,21,4,0,30.9,Individual,0
12000,60 months,26.41,362.2,F,F3,10+ years,OWN,63900.0,Source Verified,major_purchase,20.68,0,690,694,1,12,0,3700.0,76.9,26,1,0,14.4,Individual,0
15000,36 months,21.47,568.75,E,E2,10+ years,MORTGAGE,35200.0,Not Verified,debt_consolidation,14.63,0,710,714,0,7,0,1700.0,35.5,28,5,0,17.1,Individual,0
5000,36 months,23.39,194.57,E,E4,9 years,MORTGAGE,112500.0,Verified,debt_consolidation,13.45,0,685,689,0,12,0,10200.0,75.8,22,4,0,15.4,Individual,0
25000,36 months,20.59,936.62,E,E1,10+ years,RENT,59100.0,Not Verified,debt_consolidation,24.08,1,735,739,0,16,0,5500.0,48.3,26,0,0,13.4,Individual,1
20000,36 months,25.53,800.81,F,F1,4 years,MORTGAGE,54200.0,Source Verified,credit_card,28.57,0,685,689,1,9,1,3500.0,42.3,21,2,0,8.0,Individual,1
12000,36 months,21.89,457.6,E,E2,9 years,MORTGAGE,35400.0,Verified,debt_consolidation,34.86,0,745,749,0,12,0,4200.0,52.5,24,7,0,14.3,Individual,0
5000,36 months,23.18,194.02,E,E3,10+ years,MORTGAGE,69000.0,Not Verified,debt_consolidation,23.48,0,695,699,4,11,1,1300.0,7.5,24,5,1,6.9,Individual,1
15000,36 months,22.68,578.15,E,E3,10+ years,MORTGAGE,59500.0,Source Verified,debt_consolidation,8.98,0,680,684,0,9,0,900.0,41.6,17,3,0,16.8,Individual,1
5000,36 months,26.94,203.97,F,F3,10+ years,MORTGAGE,84500.0,Not Verified,debt_consolidation,21.24,0,665,669,1,13,0,5000.0,32.0,24,5,0,10.5,Individual,0
5000,60 months,27.29,153.54,F,F4,< 1 year,MORTGAGE,42300.0,Verified,debt_consolidation,23.36,0,695,699,2,14,1,1200.0,15.0,25,6,1,26.0,Individual,1
15000,36 months,23.3,582.99,E,E4,< 1 year,RENT,110100.0,Source Verified,debt_consolidation,11.22,0,680,684,4,18,0,5000.0,37.9,30,0,0,12.0,Individual,0
10000,36 months,24.21,393.43,E,E5,< 1 year,RENT,50300.0,Not Verified,credit_card,16.93,0,680,684,2,13,0,3300.0,92.2,28,0,0,24.5,Individual,0
10000,60 months,24.11,288.32,E,E5,9 years,OWN,167500.0,Verified,debt_consolidation,30.19,0,750,754,0,15,0,11000.0,39.9,24,1,0,16.9,Individual,0
20000,36 months,21.94,763.19,E,E2,4 years,OTHER,47800.0,Not Verified,credit_card,19.02,0,710,714,1,7,0,800.0,19.5,18,0,0,5.7,Individual,0
5000,60 months,20.76,134.59,E,E1,9 years,OWN,50800.0,Not Verified,credit_card,7.7,0,745,749,0,11,0,4100.0,88.9,22,0,0,15.6,Individual,0
10000,36 months,25.35,399.45,F,F1,10+ years,MORTGAGE,62000.0,Not Verified,debt_consolidation,28.15,0,680,684,2,10,0,3100.0,17.1,17,4,0,22.1,Individual,0
7500,36 months,12.83,252.09,C,C2,10+ years,MORTGAGE,188300.0,Verified,home_improvement,15.18,0,795,799,0,14,1,5300.0,35.5,31,2,1,17.6,Individual,0
15000,36 months,19.46,553.34,D,D4,10+ years,RENT,224900.0,Source Verified,debt_consolidation,20.54,0,735,739,0,20,0,13500.0,31.4,31,0,0,25.7,Individual,0
20000,60 months,30.99,659.28,G,G5,< 1 year,RENT,76800.0,Source Verified,debt_consolidation,21.71,1,645,649,1,14,0,13800.0,93.8,26,0,0,28.6,Individual,1
20000,36 months,25.58,801.34,F,F1,10+ years,OWN,51200.0,Source Verified,credit_card,16.93,0,665,669,0,7,0,2300.0,75.3,22,0,0,20.4,Individual,1
10000,36 months,26.95,407.98,F,F3,9 years,RENT,27200.0,Verified,debt_consolidation,21.12,0,660,664,1,9,0,1500.0,29.0,18,0,0,21.0,Individual,0
7500,60 months,23.33,212.85,E,E4,6 years,OWN,64800.0,Verified,debt_consolidation,10.49,0,725,729,5,11,0,4700.0,65.1,24,0,0,19.0,Individual,0
5000,36 months,22.47,192.17,E,E3,10+ years,MORTGAGE,106300.0,Not Verified,home_improvement,28.79,0,720,724,0,3,0,16500.0,56.4,14,7,0,26.7,Individual,0
12000,60 months,24.28,347.17,E,E5,8 years,MORTGAGE,74800.0,Source Verified,debt_consolidation,7.96,0,700,704,2,12,0,1900.0,77.3,23,3,0,3.0,Individual,1
30000,36 months,19.25,1103.48,D,D4,10+ years,RENT,29000.0,Source Verified,credit_card,13.08,1,730,734,1,10,0,600.0,38.9,31,0,0,20.8,Individual,0
10000,60 months,23.64,285.59,E,E4,6 years,MORTGAGE,47500.0,Not Verified,debt_consolidation,6.72,0,710,714,0,18,1,1200.0,31.9,29,3,1,10.1,Individual,0
10000,36 months,29.26,420.47,G,G2,9 years,MORTGAGE,136600.0,Not Verified,other,34.32,0,660,664,0,16,0,25000.0,73.6,30,5,0,18.6,Individual,1
7500,60 months,28.24,234.61,F,F5,10+ years,OWN,65600.0,Source Verified,debt_consolidation,18.95,2,685,689,2,11,0,5300.0,43.3,30,1,0,17.6,Individual,1
15000,36 months,14.92,519.39,C,C4,10+ years,RENT,117900.0,Verified,debt_consolidation,12.09,0,785,789,1,10,0,4400.0,50.8,28,0,0,18.3,Individual,0
20000,36 months,25.65,802.09,F,F1,9 years,RENT,62000.0,Not Verified,debt_consolidation,3.01,0,635,639,0,15,0,500.0,80.2,25,1,0,11.7,Individual,1
20000,36 months,24.93,794.46,E,E5,10+ years,RENT,46600.0,Verified,debt_consolidation,31.65,0,700,704,1,16,0,17400.0,107.6,29,1,0,13.6,Individual,1
25000,60 months,27.9,776.89,F,F5,10+ years,OWN,31500.0,Not Verified,debt_consolidation,19.88,0,695,699,1,4,0,3600.0,54.4,14,0,0,14.3,Individual,1
15000,36 months,23.21,582.29,E,E4,1 year,OWN,70600.0,Source Verified,debt_consolidation,26.68,1,710,714,0,13,2,15200.0,71.7,25,0,2,21.3,Individual,1
7500,36 months,22.4,287.98,E,E3,6 years,RENT,112400.0,Not Verified,credit_card,23.99,0,710,714,1,10,1,2000.0,6.2,24,1,1,16.9,Individual,0
10000,36 months,20.61,374.75,E,E1,10+ years,RENT,82900.0,Not Verified,debt_consolidation,14.18,0,720,724,0,13,0,7100.0,50.8,19,0,0,23.8,Individual,0
20000,60 months,30.99,659.28,G,G5,4 years,MORTGAGE,96400.0,Source Verified,debt_consolidation,24.03,4,650,654,0,10,0,7600.0,41.9,26,4,0,8.1,Individual,1
15000,36 months,28.2,622.08,F,F5,< 1 year,MORTGAGE,32700.0,Not Verified,debt_consolidation,13.51,0,625,629,4,18,0,800.0,44.1,32,1,0,15.4,Individual,1
15000,36 months,23.27,582.76,E,E4,2 years,MORTGAGE,55100.0,Verified,debt_consolidation,23.37,0,710,714,0,9,0,4000.0,28.9,31,3,0,27.8,Individual,0
20000,36 months,21.88,762.57,E,E2,10+ years,RENT,164900.0,Verified,home_improvement,23.51,0,720,724,0,12,0,14900.0,41.0,27,0,0,24.5,Individual,0
15000,36 months,26.93,611.82,F,F3,10+ years,RENT,55500.0,Not Verified,debt_consolidation,18.99,1,655,659,0,9,1,2200.0,48.6,21,0,1,3.0,Individual,1
30000,36 months,21.35,1135.65,E,E1,2 years,MORTGAGE,42200.0,Verified,debt_consolidation,14.44,0,715,719,0,8,0,1700.0,42.0,20,4,0,17.9,Individual,0
15000,36 months,24.36,591.33,E,E5,8 years,RENT,24400.0,Source Verified,credit_card,16.01,0,680,684,0,11,0,500.0,10.4,24,0,0,16.4,Individual,0
